nome,email,telefone,cidade
Lucas Lima,lucas.lima.49@email.com,81932132799,Recife
Fernanda Costa,fernanda.costa.50@email.com,81944817112,Porto Alegre
Camila Rodrigues,camila.rodrigues.51@email.com,61976639775,Salvador
Camila Souza,camila.souza.52@email.com,85996782170,Curitiba
Carlos Almeida,carlos.almeida.53@email.com,81942763985,Fortaleza
Ana Silva,ana.silva.54@email.com,61944791770,Belo Horizonte
Maria Oliveira,maria.oliveira.55@email.com,31984108646,Manaus
Julia Almeida,julia.almeida.56@email.com,21971381913,Belo Horizonte
Rafael Oliveira,rafael.oliveira.57@email.com,71994355597,São Paulo
Carlos Lima,carlos.lima.58@email.com,21993284103,Brasília
Ana Santos,ana.santos.59@email.com,71935234352,São Paulo
Lucas Oliveira,lucas.oliveira.60@email.com,11982338781,Manaus
Fernanda Lima,fernanda.lima.61@email.com,85943866186,Porto Alegre
Carlos Silva,carlos.silva.62@email.com,51967064720,São Paulo
Lucas Rodrigues,lucas.rodrigues.63@email.com,51957112508,Rio de Janeiro
Rafael Souza,rafael.souza.64@email.com,71933914597,Rio de Janeiro
Carlos Pereira,carlos.pereira.65@email.com,51957966096,Fortaleza
Ana Costa,ana.costa.66@email.com,21980178137,Recife
Fernanda Santos,fernanda.santos.67@email.com,61952999936,Belo Horizonte
Carlos Santos,carlos.santos.68@email.com,61945549490,Fortaleza
Pedro Costa,pedro.costa.69@email.com,31911296335,Belo Horizonte
Lucas Santos,lucas.santos.70@email.com,11982766896,Rio de Janeiro
Lucas Oliveira,lucas.oliveira.71@email.com,21940371695,Rio de Janeiro
Lucas Lima,lucas.lima.72@email.com,11920639323,Recife
Maria Rodrigues,maria.rodrigues.73@email.com,21957112672,Salvador
Ana Pereira,ana.pereira.74@email.com,51920437768,Salvador
Fernanda Pereira,fernanda.pereira.75@email.com,51985329928,Recife
Carlos Rodrigues,carlos.rodrigues.76@email.com,81943414310,Porto Alegre
Pedro Almeida,pedro.almeida.77@email.com,81977934884,Salvador
Ana Lima,ana.lima.78@email.com,71914551190,Manaus
Camila Santos,camila.santos.79@email.com,41991626753,Fortaleza
Camila Oliveira,camila.oliveira.80@email.com,41943380422,Fortaleza
Camila Pereira,camila.pereira.81@email.com,92931980552,Salvador
Fernanda Santos,fernanda.santos.82@email.com,31942669064,Manaus
Maria Souza,maria.souza.83@email.com,85977131680,Fortaleza
Fernanda Almeida,fernanda.almeida.84@email.com,31917430833,Fortaleza
Rafael Oliveira,rafael.oliveira.85@email.com,21920984661,Belo Horizonte
Camila Costa,camila.costa.86@email.com,92927524176,São Paulo
Lucas Pereira,lucas.pereira.87@email.com,71996411501,Belo Horizonte
Maria Almeida,maria.almeida.88@email.com,61947110126,Manaus
Ana Souza,ana.souza.89@email.com,85983682191,Recife
João Costa,joão.costa.90@email.com,61966471906,Porto Alegre
Pedro Nascimento,pedro.nascimento.91@email.com,81926311011,Belo Horizonte
Lucas Lima,lucas.lima.92@email.com,71949896774,Belo Horizonte
João Rodrigues,joão.rodrigues.93@email.com,81972843321,São Paulo
João Costa,joão.costa.94@email.com,71999927122,Salvador
Carlos Silva,carlos.silva.95@email.com,31942318887,Manaus
Julia Costa,julia.costa.96@email.com,85955508621,Brasília
Ana Costa,ana.costa.97@email.com,51966348838,Belo Horizonte
João Nascimento,joão.nascimento.98@email.com,71945583245,Curitiba
Pedro Lima,pedro.lima.99@email.com,92980551726,Curitiba
Pedro Santos,pedro.santos.100@email.com,41988234921,Rio de Janeiro
